116.47545,40.96251398,fengjing
116.4757993,40.96299956,fengjing
116.4936565,40.96156428,fengjing
116.4941551,40.96332827,fengjing
116.4862425,40.95732482,fengjing
116.4835601,40.95819016,fengjing
116.4983304,40.95401364,fengjing
116.4909888,40.95661153,fengjing
116.4962836,40.95344602,fengjing
116.5106873,40.94310215,fengjing
116.5237468,40.94605867,fengjing
116.4781321,40.93859298,fengjing
116.5500681,40.93454453,fengjing
116.5517689,40.93281799,fengjing
116.6011958,40.89882763,fengjing
116.6153498,40.90027255,fengjing
116.6168444,40.9004779,fengjing
116.42126,40.89013954,fengjing
116.4082982,40.87432695,fengjing
116.3843567,40.8688083,fengjing
116.5373884,40.84700885,fengjing
116.5401237,40.84131552,fengjing
116.7130769,40.83307946,fengjing
116.5201392,40.80033834,fengjing
116.5576829,40.7631015,fengjing
116.8140638,40.76957903,fengjing
116.8647765,40.76813893,fengjing
116.3852883,40.75560888,fengjing
116.3852412,40.75609054,fengjing
116.3849646,40.75451086,fengjing
116.7388392,40.75130896,fengjing
116.8563909,40.76044089,fengjing
116.8594317,40.76035215,fengjing
116.5819665,40.74856097,fengjing
116.867695,40.74662653,fengjing
116.8673856,40.74710583,fengjing
116.6254949,40.73279135,fengjing
116.6342538,40.7337502,fengjing
116.8851777,40.7384941,fengjing
116.6120665,40.72680423,fengjing
116.6183869,40.72636749,fengjing
116.6118755,40.72908172,fengjing
116.6097227,40.72611161,fengjing
116.6240882,40.7283654,fengjing
116.6346761,40.73103155,fengjing
116.9021923,40.71562612,fengjing
116.9100151,40.71352293,fengjing
116.9207273,40.71259204,fengjing
116.388549,40.70201286,fengjing
116.3873436,40.70078416,fengjing
116.4448496,40.70488239,fengjing
116.4530988,40.70202256,fengjing
116.4529904,40.70224015,fengjing
116.452846,40.7022598,fengjing
116.452467,40.70118868,fengjing
116.450543,40.70262527,fengjing
116.4529002,40.7017343,fengjing
116.5188757,40.70721304,fengjing
116.5349352,40.70679918,fengjing
116.6186307,40.70861907,fengjing
116.6188802,40.70891159,fengjing
116.8909942,40.70312163,fengjing
116.3268765,40.69302786,fengjing
116.3279622,40.69120505,fengjing
116.3282484,40.69282937,fengjing
116.3281396,40.69287255,fengjing
116.3281667,40.69184122,fengjing
116.3282104,40.69299533,fengjing
116.3281346,40.69285257,fengjing
116.3280358,40.69290672,fengjing
116.3285517,40.69270288,fengjing
116.3277466,40.6921608,fengjing
116.3278892,40.69264019,fengjing
116.3280767,40.6929746,fengjing
116.3280858,40.69258585,fengjing
116.3274702,40.69218631,fengjing
116.3304056,40.69119041,fengjing
116.3477772,40.69418007,fengjing
116.3453076,40.69150711,fengjing
116.3439251,40.69427955,fengjing
116.3443527,40.69104907,fengjing
116.3869628,40.69996089,fengjing
116.3869449,40.69997789,fengjing
116.3872128,40.69990284,fengjing
116.4529491,40.6962173,fengjing
116.4515518,40.69681966,fengjing
116.4502699,40.69791898,fengjing
116.4526883,40.69594789,fengjing
116.451623,40.69678485,fengjing
