16.000000,34.580800,112.464000,poi
54.000000,35.437400,113.329000,poi
63.000000,35.472200,113.407000,poi
86.000000,29.943600,120.571000,poi
177.000000,30.195700,120.134000,poi
178.000000,30.218400,120.188000,poi
181.000000,30.276800,120.150000,poi
201.000000,30.126800,120.124000,poi
203.000000,34.646700,112.511000,poi
204.000000,34.668000,112.472000,poi
205.000000,34.648000,112.477000,poi
207.000000,34.629500,112.446000,poi
208.000000,34.706600,112.374000,poi
209.000000,34.699600,112.576000,poi
211.000000,34.703800,112.471000,poi
212.000000,34.678800,112.598000,poi
214.000000,33.907600,111.730000,poi
215.000000,33.749800,112.264000,poi
217.000000,33.658700,111.742000,poi
245.000000,29.718200,121.321000,poi
248.000000,29.693500,121.734000,poi
253.000000,29.805900,121.896000,poi
255.000000,29.864000,121.816000,poi
270.000000,29.441900,121.977000,poi
271.000000,29.297100,121.799000,poi
273.000000,29.826000,121.809000,poi
282.000000,28.180500,113.009000,poi
316.000000,28.163900,112.951000,poi
319.000000,28.228800,112.935000,poi
321.000000,28.208200,112.941000,poi
322.000000,28.216400,112.980000,poi
324.000000,28.197100,112.996000,poi
325.000000,28.161500,112.991000,poi
326.000000,28.239700,112.967000,poi
328.000000,28.174400,113.000000,poi
329.000000,28.170700,112.931000,poi
330.000000,28.227300,112.956000,poi
331.000000,28.172500,112.983000,poi
332.000000,28.145300,112.991000,poi
333.000000,28.222000,112.962000,poi
335.000000,28.184200,112.985000,poi
336.000000,28.224400,113.043000,poi
337.000000,28.195100,113.079000,poi
338.000000,28.015000,112.991000,poi
339.000000,28.051000,113.038000,poi
340.000000,28.087100,113.029000,poi
341.000000,28.249900,113.012000,poi
342.000000,28.225100,113.018000,poi
343.000000,28.234900,113.008000,poi
344.000000,28.215400,112.936000,poi
345.000000,28.449400,112.786000,poi
346.000000,28.407300,114.100000,poi
348.000000,27.988400,112.619000,poi
349.000000,28.176100,112.982000,poi
351.000000,28.154400,112.888000,poi
359.000000,28.399700,113.022000,poi
360.000000,28.419500,112.759000,poi
367.000000,22.847200,112.893000,poi
368.000000,22.950200,113.009000,poi
371.000000,23.076500,113.074000,poi
374.000000,24.196700,113.381000,poi
377.000000,24.108000,112.885000,poi
378.000000,24.108100,113.358000,poi
385.000000,25.239800,114.167000,poi
387.000000,25.001300,113.727000,poi
398.000000,21.704100,112.774000,poi
400.000000,21.835700,111.948000,poi
401.000000,21.888700,112.006000,poi
402.000000,45.802600,126.635000,poi
404.000000,45.753000,126.622000,poi
405.000000,45.738900,126.612000,poi
406.000000,45.835800,126.587000,poi
407.000000,45.763400,126.589000,poi
408.000000,45.804300,126.569000,poi
409.000000,45.854400,126.590000,poi
421.000000,21.502800,111.512000,poi
424.000000,21.594500,111.836000,poi
425.000000,21.569300,111.824000,poi
426.000000,23.139000,114.411000,poi
431.000000,23.044400,114.402000,poi
432.000000,23.287100,114.070000,poi
440.000000,23.099900,113.255000,poi
441.000000,23.165100,113.290000,poi
442.000000,23.132900,113.304000,poi
443.000000,23.134800,113.208000,poi
444.000000,23.094100,113.197000,poi
446.000000,23.611200,113.814000,poi
447.000000,23.110100,113.452000,poi
449.000000,22.992000,113.268000,poi
451.000000,23.539200,113.790000,poi
465.000000,23.074300,113.362000,poi
466.000000,23.189200,113.297000,poi
468.000000,23.138200,113.283000,poi
469.000000,23.080500,113.251000,poi
475.000000,22.469500,114.044000,poi
483.000000,22.284700,114.131000,poi
484.000000,22.278000,114.207000,poi
488.000000,22.229500,114.187000,poi
489.000000,22.248600,114.108000,poi
499.000000,22.202700,114.116000,poi
502.000000,22.316200,114.215000,poi
510.000000,29.223400,121.964000,poi
512.000000,22.161000,114.250000,poi
515.000000,22.250700,114.175000,poi
517.000000,29.661000,121.388000,poi
518.000000,22.244800,114.119000,poi
520.000000,22.353200,114.047000,poi
525.000000,22.330300,114.351000,poi
527.000000,22.242900,114.068000,poi
528.000000,22.266800,114.179000,poi
530.000000,22.306200,114.118000,poi
531.000000,22.322000,114.110000,poi
534.000000,22.317300,114.183000,poi
536.000000,22.344600,114.144000,poi
541.000000,25.223400,121.524000,poi
