16,34.5808,112.464,poiStr
54,35.4374,113.329,poiStr
63,35.4722,113.407,poiStr
86,29.9436,120.571,poiStr
177,30.1957,120.134,poiStr
178,30.2184,120.188,poiStr
181,30.2768,120.15,poiStr
201,30.1268,120.124,poiStr
203,34.6467,112.511,poiStr
204,34.668,112.472,poiStr
205,34.648,112.477,poiStr
207,34.6295,112.446,poiStr
208,34.7066,112.374,poiStr
209,34.6996,112.576,poiStr
211,34.7038,112.471,poiStr
212,34.6788,112.598,poiStr
214,33.9076,111.73,poiStr
215,33.7498,112.264,poiStr
217,33.6587,111.742,poiStr
245,29.7182,121.321,poiStr
248,29.6935,121.734,poiStr
253,29.8059,121.896,poiStr
255,29.864,121.816,poiStr
270,29.4419,121.977,poiStr
271,29.2971,121.799,poiStr
273,29.826,121.809,poiStr
282,28.1805,113.009,poiStr
316,28.1639,112.951,poiStr
319,28.2288,112.935,poiStr
321,28.2082,112.941,poiStr
322,28.2164,112.98,poiStr
324,28.1971,112.996,poiStr
325,28.1615,112.991,poiStr
326,28.2397,112.967,poiStr
328,28.1744,113,poiStr
329,28.1707,112.931,poiStr
330,28.2273,112.956,poiStr
331,28.1725,112.983,poiStr
332,28.1453,112.991,poiStr
333,28.222,112.962,poiStr
335,28.1842,112.985,poiStr
336,28.2244,113.043,poiStr
337,28.1951,113.079,poiStr
338,28.015,112.991,poiStr
339,28.051,113.038,poiStr
340,28.0871,113.029,poiStr
341,28.2499,113.012,poiStr
342,28.2251,113.018,poiStr
343,28.2349,113.008,poiStr
344,28.2154,112.936,poiStr
345,28.4494,112.786,poiStr
346,28.4073,114.1,poiStr
348,27.9884,112.619,poiStr
349,28.1761,112.982,poiStr
351,28.1544,112.888,poiStr
359,28.3997,113.022,poiStr
360,28.4195,112.759,poiStr
367,22.8472,112.893,poiStr
368,22.9502,113.009,poiStr
371,23.0765,113.074,poiStr
374,24.1967,113.381,poiStr
377,24.108,112.885,poiStr
378,24.1081,113.358,poiStr
385,25.2398,114.167,poiStr
387,25.0013,113.727,poiStr
398,21.7041,112.774,poiStr
400,21.8357,111.948,poiStr
401,21.8887,112.006,poiStr
402,45.8026,126.635,poiStr
404,45.753,126.622,poiStr
405,45.7389,126.612,poiStr
406,45.8358,126.587,poiStr
407,45.7634,126.589,poiStr
408,45.8043,126.569,poiStr
409,45.8544,126.59,poiStr
421,21.5028,111.512,poiStr
424,21.5945,111.836,poiStr
425,21.5693,111.824,poiStr
426,23.139,114.411,poiStr
431,23.0444,114.402,poiStr
432,23.2871,114.07,poiStr
440,23.0999,113.255,poiStr
441,23.1651,113.29,poiStr
442,23.1329,113.304,poiStr
443,23.1348,113.208,poiStr
444,23.0941,113.197,poiStr
446,23.6112,113.814,poiStr
447,23.1101,113.452,poiStr
449,22.992,113.268,poiStr
451,23.5392,113.79,poiStr
465,23.0743,113.362,poiStr
466,23.1892,113.297,poiStr
468,23.1382,113.283,poiStr
469,23.0805,113.251,poiStr
475,22.4695,114.044,poiStr
483,22.2847,114.131,poiStr
484,22.278,114.207,poiStr
488,22.2295,114.187,poiStr
489,22.2486,114.108,poiStr
499,22.2027,114.116,poiStr
502,22.3162,114.215,poiStr
510,29.2234,121.964,poiStr
512,22.161,114.25,poiStr
515,22.2507,114.175,poiStr
517,29.661,121.388,poiStr
518,22.2448,114.119,poiStr
520,22.3532,114.047,poiStr
525,22.3303,114.351,poiStr
527,22.2429,114.068,poiStr
528,22.2668,114.179,poiStr
530,22.3062,114.118,poiStr
531,22.322,114.11,poiStr
534,22.3173,114.183,poiStr
536,22.3446,114.144,poiStr
541,25.2234,121.524,poiStr
576,25.05,121.517,poiStr
578,25.167,121.467,poiStr
579,25.1305,121.552,poiStr
580,25.1317,121.489,poiStr
581,25.1163,121.556,poiStr
586,25.04,121.611,poiStr
589,25.1614,121.553,poiStr
602,25.1321,121.851,poiStr
605,25.0142,121.527,poiStr
606,25.0014,121.586,poiStr
626,27.7091,100.762,poiStr
628,27.6941,100.795,poiStr
630,27.6561,100.762,poiStr
635,27.7389,100.836,poiStr
638,31.3541,120.624,poiStr
639,31.341,120.627,poiStr
642,31.3587,120.691,poiStr
648,31.3809,120.588,poiStr
702,25.0586,121.557,poiStr
704,24.9983,121.512,poiStr
707,25.0958,121.53,poiStr
708,23.0909,113.207,poiStr
711,25.05,121.571,poiStr
716,25.0949,121.603,poiStr
718,25.0547,121.518,poiStr
720,25.0332,121.522,poiStr
721,25.0183,121.504,poiStr
737,25.1071,121.573,poiStr
745,22.333,114.208,poiStr
756,25.2074,121.732,poiStr
760,22.2466,114.189,poiStr
767,25.0242,121.49,poiStr
768,23.1211,113.27,poiStr
769,25.0677,121.503,poiStr
771,22.2357,114.103,poiStr
773,22.1838,114.277,poiStr
778,22.2793,113.928,poiStr
791,22.4118,114.127,poiStr
823,24.4203,118.111,poiStr
829,24.4156,118.05,poiStr
843,24.427,118.082,poiStr
844,24.4018,118.078,poiStr
849,31.2994,120.745,poiStr
874,23.1347,113.323,poiStr
911,23.5108,120.881,poiStr
914,23.517,120.972,poiStr
928,23.1384,113.407,poiStr
940,24.1709,121.451,poiStr
947,25.6581,100.123,poiStr
949,25.8827,100.092,poiStr
950,21.9896,120.821,poiStr
952,25.8649,100.112,poiStr
956,25.8391,100.165,poiStr
959,22.6409,120.276,poiStr
960,22.5869,120.261,poiStr
966,23.718,120.748,poiStr
981,22.3554,114.125,poiStr
993,24.813,121.282,poiStr
1049,23.1869,113.233,poiStr
1053,23.0945,113.294,poiStr
1082,30.2755,120.068,poiStr
1083,30.2518,120.028,poiStr
1093,30.2447,120.138,poiStr
1096,29.5955,119.087,poiStr
1098,29.5605,118.881,poiStr
1099,29.5636,119.104,poiStr
1107,35.4875,113.306,poiStr
1108,35.4208,113.386,poiStr
1124,44.2986,128.25,poiStr
1125,18.2439,109.512,poiStr
1127,44.5032,128.807,poiStr
1128,44.4055,128.669,poiStr
1129,44.5564,128.805,poiStr
1230,18.2633,109.739,poiStr
1232,18.1593,109.646,poiStr
1233,18.2174,109.505,poiStr
1234,18.3286,109.169,poiStr
1235,18.2503,109.373,poiStr
1237,18.4354,109.674,poiStr
1238,29.5007,103.819,poiStr
1239,30.6537,103.974,poiStr
1240,30.6683,104.107,poiStr
1241,30.6581,104.004,poiStr
1242,30.671,104.015,poiStr
1307,30.78,120.461,poiStr
1318,18.2297,109.58,poiStr
1342,27.9155,109.629,poiStr
1364,31.19,121.494,poiStr
1365,31.2984,121.528,poiStr
1368,22.8485,113.252,poiStr
1379,18.3732,110.006,poiStr
1444,22.5467,114.871,poiStr
1447,18.7075,110.236,poiStr
1475,26.9033,100.258,poiStr
1480,26.8802,100.225,poiStr
1481,26.8732,100.212,poiStr
1483,27.0092,100.301,poiStr
1485,26.8595,100.228,poiStr
1486,26.9209,100.216,poiStr
1489,23.9092,101.549,poiStr
